Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag4,t+1 - t,t - t-1,t+1 - t-1,Action ID,Target Ticker,Payment Type,Target Industry Sector,Cash Terms,Return Used,Spread,t+1 - t Price,t+1 - t Spread,t - t-1 Price,t - t-1 Spread,Delta Spread,Delta Spread percentage
2015:Q3,11/9/2015,,-1.41,-1.41,-1.04,2015-11-09,-0.37,-0.355769230769,89.02,42.2208181962,0.213435183105,-0.0224618149147,0.190925426774,112314918,ZSPH US,Cash,"Consumer, Non-cyclical",90.0,0.190925426774,0.0110087620759,89.21,0.00885550947203,89.04,0.010781671159,-0.00215325260391,-0.19559443551
2016:Q4,8/19/2016,18:30,1.56,3.2,1.07,2016-08-19,2.13,1.99065420561,15.54,2.0658489348,0.965250965251,3.05039787798,4.0450928382,125179220,ZPIN US,Cash,Communications,17.75,0.965250965251,0.142213642214,15.69,0.131293817718,15.08,0.177055702918,-0.0109198244954,-0.0767846482614
2016:Q3,5/23/2016,16:40,1.08,0.96,1.27,2016-05-23,-0.31,-0.244094488189,15.82,-4.61634435434,-2.33881163085,-0.18927444795,-2.52365930599,125179220,ZPIN US,Cash,Communications,17.75,-2.33881163085,0.121997471555,15.45,0.148867313916,15.85,0.119873817035,0.0268698423609,0.22024917417
2014:Q1,2/10/2014,,-0.07,-0.07,0.17,2014-02-10,-0.24,-1.41176470588,16.73,0.11954572624,0.0597728631201,-0.119402985075,-0.0597014925373,81900649,ZOLT US,Cash,Basic Materials,16.75,-0.0597014925373,0.0011954572624,16.74,0.000597371565114,16.75,0.0,-0.000598085697289,-0.500298685782
2013:Q4,12/16/2013,18:20,0.0,0.0,0.14,2013-12-16,-0.14,-1.0,16.73,0.239520958084,0.0597728631201,0.179640718563,0.239520958084,81900649,ZOLT US,Cash,Basic Materials,16.75,0.0597728631201,0.0011954572624,16.74,0.000597371565114,16.7,0.00299401197605,-0.000598085697289,-0.500298685782
2010:Q1,4/21/2010,13:32,-0.1543,-0.15,0.043,2010-04-21,-0.193,-4.48837209302,38.38,0.104248110503,-0.0521104742053,0.0,-0.0521104742053,43195085,ZNT US,Cash,Financial,38.0,0.0,-0.00990099009901,38.36,-0.00938477580813,38.38,-0.00990099009901,0.0,-0.0
2016:Q4,3/1/2017,16:17,0.2695,0.2457,0.169,2017-03-01,0.0767,0.453846153846,55.48,0.360490266763,0.108147080029,0.21676300578,0.325144508671,140287996,ZLTQ US,Cash,"Consumer, Non-cyclical",56.5,0.108147080029,0.0183850036049,55.54,0.0172848397551,55.36,0.0205924855491,-0.00110016384977,-0.0598402846915
2014:Q3,5/20/2014,8:00,0.2807,0.32,0.172,2014-05-20,0.148,0.860465116279,22.41,-2.06370569762,1.2494422133,-0.576752440106,0.665483584738,87551829,ZLC US,Cash,"Consumer, Cyclical",21.0,-0.576752440106,-0.0629183400268,22.69,-0.0744821507272,22.54,-0.0683229813665,0.00540464133969,-0.0791042959718
2014:Q2,2/27/2014,7:30,1.13,1.13,1.038,2014-02-27,0.092,0.0886319845857,21.71,1.68302945302,0.0921234454168,0.369856680536,0.46232085067,87551829,ZLC US,Cash,"Consumer, Cyclical",21.0,0.369856680536,-0.032703823123,21.73,-0.033594109526,21.63,-0.0291262135922,-0.00357760953075,0.122831260556
2012:Q1,7/27/2011,7:00,0.03,0.05,0.03,2011-07-27,0.02,0.666666666667,3.66,0.821917808219,0.273224043716,1.38504155125,1.6620498615,56303521,ZL CN,Cash,Technology,3.98,1.38504155125,0.0874316939891,3.67,0.0844686648501,3.61,0.102493074792,-0.0150613808032,-0.146950228917
2012:Q4,2/15/2013,8:00,0.0894,0.37,0.127,2013-02-15,0.243,1.91338582677,12.24,-0.16339869281,-0.0816993464052,0.0,-0.0816993464052,72579414,ZIP US,Cash,"Consumer, Non-cyclical",12.25,0.0,0.000816993464052,12.23,0.00163532297629,12.24,0.000816993464052,0.0,0.0
2017:A,10/30/2017,17:35,0.4026,0.3143,0.44,2017-10-30,-0.1257,-0.285681818182,24.42,0.985221674877,0.532350532351,0.164068908942,0.697292863002,124386594,ZC FP,Cash,Industrial,25.0,0.532350532351,0.023751023751,24.55,0.0183299389002,24.38,0.025430680886,-0.00542108485082,-0.228246365616
2017:S1,4/28/2017,7:01,-0.0852,-0.08,-0.135,2017-04-28,0.055,0.407407407407,22.29,2.82384580905,-0.246747420368,6.88084392232,6.61711819708,124386594,ZC FP,Cash,Industrial,25.0,6.88084392232,0.12157918349,22.235,0.124353496739,20.855,0.198753296572,-0.0771741130812,-0.38829098391
2016:Q1,5/31/2016,5:00,3.65,4.59,4.8,2016-05-31,-0.21,-0.04375,43.45,0.512342803912,1.31185270426,-0.137899333487,1.17214433464,109424566,YY US,Cash,Communications,68.5,-0.137899333487,0.576524741082,44.02,0.556110858701,43.51,0.574350723972,0.0021740171102,0.00378517344798
2015:Q3,11/23/2015,16:01,3.8499,4.17,5.29,2015-11-23,-1.12,-0.211720226843,59.61,1.44756774954,-0.0671028350948,-0.666555574071,-0.733211131478,109424566,YY US,Cash,Communications,68.5,-0.0671028350948,0.149136050998,59.57,0.149907671647,60.01,0.141476420597,0.000771620648647,0.00517393778019
2015:Q2,8/13/2015,16:01,5.1076,5.29,4.89,2015-08-13,0.4,0.081799591002,60.46,3.26463314097,0.926232219649,-0.510120125062,0.41138719763,109424566,YY US,Cash,Communications,68.5,0.926232219649,0.132980482964,61.02,0.122582759751,60.77,0.127200921507,-0.010397723213,-0.0781898439627
2015:Q3,11/19/2015,19:00,-1.915,-1.62,-1.081,2015-11-19,-0.539,-0.49861239593,26.7,1.39728096677,0.374531835206,0.413689356901,0.789770590448,114213333,YOKU US,Cash,Communications,27.6,0.374531835206,0.0337078651685,26.8,0.0298507462687,26.59,0.0379842045882,-0.00385711889988,-0.114427860697
2016:Q4,2/21/2017,7:00,0.0727,0.21,0.18,2017-02-21,0.03,0.166666666667,19.6,0.255754475703,-0.510204081633,0.512820512821,0.0,139414367,XXIA US,Cash,Communications,19.65,0.512820512821,0.00255102040816,19.5,0.00769230769231,19.5,0.00769230769231,-0.00514128728414,-0.668367346939
2018:Q1,6/8/2017,16:09,-0.1401,-0.0531,-0.06,2017-06-08,0.0069,0.115,15.7,0.127551020408,-0.31847133758,0.0,-0.31847133758,146250928,XTLY US,Cash,Technology,15.65,-0.31847133758,-0.0031847133758,15.65,0.0,15.7,-0.0031847133758,0.0031847133758,-1.0
2012:Q1,5/10/2012,,0.0095,0.01,0.04,2012-05-10,-0.03,-0.75,5.54,0.0,0.180505415162,0.0,0.180505415162,63236178,XRIT US,Cash,Industrial,5.55,0.180505415162,0.00180505415162,5.55,0.0,5.54,0.00180505415162,-0.00180505415162,-1.0
2015:Q3,11/4/2015,16:01,-0.1713,-0.07,0.107,2015-11-04,-0.177,-1.65420560748,24.9,0.120675784393,0.160642570281,0.0,0.160642570281,109081535,XOOM US,Cash,"Consumer, Non-cyclical",25.0,0.160642570281,0.00401606425703,24.94,0.00240577385726,24.9,0.00401606425703,-0.00161029039977,-0.400962309543
2015:Q2,7/29/2015,16:01,-0.0382,0.06,0.091,2015-07-29,-0.031,-0.340659340659,24.89,-0.440705128205,-0.441944556047,-0.320384461354,-0.760913095715,109081535,XOOM US,Cash,"Consumer, Non-cyclical",25.0,-0.441944556047,0.00441944556047,24.78,0.0088781275222,24.97,0.00120144173008,0.00445868196173,1.00887812752
2018:Q1,11/29/2017,7:00,0.333,0.33,0.197,2017-11-29,0.133,0.675126903553,9.99,0.659898477157,-0.800800800801,1.0111223458,0.202224469161,143625705,XCRA US,Cash,Technology,10.25,1.0111223458,0.026026026026,9.91,0.0343087790111,9.89,0.0364004044489,-0.0103743784229,-0.285007229452
2017:Q4,8/30/2017,7:00,0.2554,0.25,0.205,2017-08-30,0.045,0.219512195122,9.77,1.65803108808,0.511770726714,0.825593395253,1.34158926729,143625705,XCRA US,Cash,Technology,10.25,0.825593395253,0.0491299897646,9.82,0.0437881873727,9.69,0.0577915376677,-0.00866154790311,-0.149875712824
2017:Q3,6/1/2017,7:00,0.1673,0.17,0.122,2017-06-01,0.048,0.393442622951,9.9,1.43737166324,0.20202020202,1.95674562307,2.16271884655,143625705,XCRA US,Cash,Technology,10.25,1.95674562307,0.0353535353535,9.92,0.0332661290323,9.71,0.0556127703399,-0.0202592349863,-0.364291058736
2011:Q1,5/3/2011,16:45,0.0987,0.13,1.73,2011-05-03,-1.6,-0.924855491329,20.9,-3.15035799523,-2.63157894737,0.191754554171,-2.44487056568,49329529,XCO US,Cash,Energy,20.5,-2.63157894737,-0.0191387559809,20.35,0.00737100737101,20.86,-0.0172579098754,0.0265097633519,-1.38513513514
2010:Q4,2/23/2011,16:05,-0.1433,0.11,2.217,2011-02-23,-2.107,-0.950383400992,20.42,-0.39234919078,-0.881488736533,0.640709709216,-0.246426811237,49329529,XCO US,Cash,Energy,20.5,-0.881488736533,0.00391772771792,20.24,0.0128458498024,20.29,0.010349926072,0.00892812208445,2.27890316206
2010:Q3,11/2/2010,16:18,-0.0145,0.16,2.26,2010-11-02,-2.1,-0.929203539823,19.11,27.983816588,-0.575614861329,-0.984455958549,-1.55440414508,49329529,XCO US,Cash,Energy,20.5,-0.575614861329,0.0727367870225,19.0,0.0789473684211,19.3,0.0621761658031,0.00621058139855,0.0853843241197
2015:A,3/4/2016,7:00,0.0628,0.085,0.083,2016-03-04,0.002,0.0240963855422,189.5,-0.923482849604,-0.923482849604,-0.131752305665,-1.05401844532,115671578,XCH LN,Cash,Technology,1.9,-0.131752305665,-0.989973614776,187.75,-0.989880159787,189.75,-0.989986824769,1.32099937079e-05,-1.33436055687e-05
2015:Q3,11/3/2015,16:05,0.2898,0.31,0.367,2015-11-03,-0.057,-0.155313351499,44.81,0.223713646532,0.0,0.0223214285714,0.0223214285714,106231939,WX US,Cash,"Consumer, Non-cyclical",46.0,0.0,0.0265565721937,44.81,0.0265565721937,44.8,0.0267857142857,0.0,0.0
2015:Q2,8/13/2015,16:30,0.2295,0.38,0.394,2015-08-13,-0.014,-0.0355329949239,41.32,3.30288123682,6.14714424008,-0.60139523695,5.50878037046,106231939,WX US,Cash,"Consumer, Non-cyclical",46.0,6.14714424008,0.113262342691,43.86,0.0487916096671,41.57,0.106567235987,-0.0644707330241,-0.569215959093
2015:Q1,5/13/2015,16:30,0.2184,0.36,0.318,2015-05-13,0.042,0.132075471698,43.1,0.0,1.87935034803,0.279199627734,2.16379711494,106231939,WX US,Cash,"Consumer, Non-cyclical",46.0,1.87935034803,0.0672853828306,43.91,0.0475973582327,42.98,0.0702652396463,-0.0196880245979,-0.292604779368
2016:Q4,2/16/2017,16:20,0.3603,0.38,0.417,2017-02-16,-0.037,-0.0887290167866,55.15,0.456621004566,0.0362647325476,-0.23516642547,-0.198986975398,128451851,WWAV US,Cash,"Consumer, Non-cyclical",56.25,0.0362647325476,0.0199456029012,55.17,0.0195758564437,55.28,0.0175470332851,-0.000369746457459,-0.0185377428444
2016:Q3,11/9/2016,16:20,0.3524,0.37,0.376,2016-11-09,-0.006,-0.0159574468085,54.47,0.314931456095,-0.954653937947,0.777058279371,-0.185013876041,128451851,WWAV US,Cash,"Consumer, Non-cyclical",56.25,-0.954653937947,0.0326785386451,53.95,0.0426320667285,54.05,0.040703052729,0.00995352808333,0.304589143089
2016:Q2,8/9/2016,9:00,0.3072,0.32,0.303,2016-08-09,0.017,0.0561056105611,55.72,-0.557654254362,-0.466618808327,0.287976961843,-0.179985601152,128451851,WWAV US,Cash,"Consumer, Non-cyclical",56.25,0.287976961843,0.00951184493898,55.46,0.0142445005409,55.56,0.0124190064795,-0.0029071615405,-0.234089703174
2014:A,8/12/2014,,0.2013,0.204,0.203,2014-08-12,0.001,0.00492610837438,3.32,0.30303030303,0.0,0.302114803625,0.302114803625,93385053,WTF AU,Cash,Communications,3.3,0.302114803625,-0.00602409638554,3.32,-0.00602409638554,3.31,-0.00302114803625,0.0,-0.0
2017:Q2,8/3/2017,8:45,0.5624,0.73,0.706,2017-08-03,0.024,0.0339943342776,23.33,-0.128424657534,0.0428632661809,-0.0428449014567,0.0,134894105,WSTC US,Cash,Communications,23.5,-0.0428449014567,0.00728675525075,23.34,0.00685518423308,23.34,0.00685518423308,0.000431571017674,0.0629554222032
2017:Q2,7/26/2017,16:00,0.8762,0.96,0.935,2017-07-26,0.025,0.0267379679144,92.55,0.0216052716863,0.0540248514317,-0.0539956803456,0.0,138420760,WOOF US,Cash,"Consumer, Non-cyclical",93.0,0.0540248514317,0.00486223662885,92.6,0.00431965442765,92.6,0.00431965442765,-0.000542582201204,-0.111591072714
2017:Q1,4/27/2017,16:01,0.647,0.73,0.755,2017-04-27,-0.025,-0.0331125827815,91.65,0.196592398427,-0.0872885979269,0.0109122653863,-0.0763858577041,138420760,WOOF US,Cash,"Consumer, Non-cyclical",93.0,-0.0872885979269,0.0147299509002,91.57,0.0156164682756,91.64,0.0148406809254,0.000886517375473,0.0601846796015
2016:Q4,2/9/2017,8:00,0.5071,0.58,0.596,2017-02-09,-0.016,-0.0268456375839,90.78,0.0881931429831,-0.0991407799075,0.0661375661376,-0.0330687830688,138420760,WOOF US,Cash,"Consumer, Non-cyclical",93.0,0.0661375661376,0.0244547257105,90.69,0.0254713860404,90.72,0.0251322751323,-0.000677549421766,-0.0269593348871
2011:Q2,5/10/2011,6:30,-0.2223,-0.2,-0.282,2011-05-10,0.082,0.290780141844,8.2,0.122249388753,-0.243902439024,0.1221001221,-0.1221001221,54289219,WMG US,Cash,"Consumer, Cyclical",8.25,0.1221001221,0.00609756097561,8.18,0.00855745721271,8.19,0.00732600732601,-0.0012284463504,-0.167682926829
2012:Q2,2/21/2012,,-0.3244,-0.32,0.24,2012-02-21,-0.56,-2.33333333333,9.465,0.0,0.158478605388,-0.0527983104541,0.105596620908,60105485,WINN US,Cash,"Consumer, Non-cyclical",9.5,0.105596620908,0.00369783412573,9.48,0.00210970464135,9.47,0.00316789862724,-0.00158812948438,-0.429475587703
2017:Q4,11/17/2017,17:53,-0.2442,-0.17,-0.202,2017-11-17,0.032,0.158415841584,84.32,-0.236546422235,-0.0237191650854,-0.165758939143,-0.189438787592,138653312,WGL US,Cash,Utilities,88.25,-0.0237191650854,0.0466081593928,84.3,0.0468564650059,84.46,0.0448733128108,0.000248305613142,0.00532751381682
2017:Q3,8/2/2017,18:41,0.1593,0.26,0.266,2017-08-02,-0.006,-0.0225563909774,85.55,-0.0349976668222,0.0116890707189,-0.511687405512,-0.500058146296,138653312,WGL US,Cash,Utilities,88.25,0.0116890707189,0.031560490941,85.56,0.0314399251987,85.99,0.0262821258286,-0.000120565742279,-0.00382014787111
2017:Q2,5/4/2017,16:50,1.7675,1.87,1.969,2017-05-04,-0.099,-0.0502793296089,82.71,-0.0844085373206,0.22971829283,0.278855480116,0.509214354995,138653312,WGL US,Cash,Utilities,88.25,0.22971829283,0.0669810180148,82.9,0.0645355850422,82.48,0.0699563530553,-0.00244543297253,-0.0365093431693
2017:Q1,2/8/2017,19:48,1.1838,1.24,1.275,2017-02-08,-0.035,-0.0274509803922,83.28,0.92110047267,-0.264169068204,0.725689404935,0.459603289792,138653312,WGL US,Cash,Utilities,88.25,-0.264169068204,0.0596781940442,83.06,0.0624849506381,82.68,0.0673681664248,0.0028067565939,0.04703152699
2017:Q3,7/26/2017,13:33,0.33,0.36,0.33,2017-07-26,0.03,0.0909090909091,41.81,0.359971202304,-0.0717531690983,0.14371257485,0.0718562874251,147314166,WFM US,Cash,"Consumer, Non-cyclical",42.0,0.14371257485,0.00454436737623,41.78,0.00526567735759,41.75,0.0059880239521,-0.00144365657587,-0.24109064817
